countyname,code,districtname,city,address,statevalue,zip(double precision),phone,fax,websiteurl,superintendent,superintendentsemail,boardpresident
LINCOLN q,41-I004,WELLSTON,Wellston,800 Birch,OK,74881.0,(405) 356-2534,(405) 356-2838,http://www.wellstonschools.org,Dwayne Danker,ddanker@wellstonschools.org,Justin Rackley
LINCOLN,41-I054,STROUD,Stroud,212 West 7Th Street,OoK,74079.0,(918)9 68-2541,(918) 968-2582,www.stroud.k12.ok.us***,Joe Van Tuyl,jvantuyl@stroud.k12.ok.us,Ben Johnson
LINCOLN,41-I095,MEEKER,Meeker,214 East Carl Hubbell Boulevard,OK,74855.0,(405) 788-4540,(405) 279-2765,www.meeker.k12.ok.us,Jeffrey S. Pruitt,jpruitt@meeker.k12.ok.us,Marc Chapman
LINCOL N,41-I103,PRAGUE,Prague,1100 Bluae Bell,K,74864.0,(405) 567-4455,(405) 567-3095,www.prague.k12.ok.us,Vallery Feltman,vfelmtan@prague.k12.ok.us,Glen Hyden
LINCOLN,41-I105,CARNEY ***,Carney,204 South Carney Street,oOK,74832.0,(405) 865-2344,(405) 865-2345,www.carne.k12.ok.us,Alicia O'donnell,aodonnell@carney.k12.ok.us,Raymond Hemphill
LINCOLN,41I134,AGRA ***,Agra,112 South Main,OK,74824.0,(918) 375-2261,(918) 375-2263,http://www.agra.k12.ok.us/,Brent Meeks,bmeeks@agra.k12.ok.us,Joe Selcer
LGOAN,42-I001,GUTHRIE,Guthrie,802 East Vilas Avenue,KO,73044.0,(405) 282-8900,(405) 282-5904,http://www.guhtrie.k12.ok.us,Dr. Micke Simpson,mike.simpson@guthrips.net,Jennifer Bennett Johnson
OLGAN,42-I002,CRESCENT,Crescetn,106 North Magnolia St,K,73028.0,(405) 969-3738,(405) 969-2003,www.crescentok.com,Bart Watkins,bwatkins@crescentok.com,Loyd Jones
LOGAN,42-I003,MULHALL-ORLANDO ***,Mulhamll,215 S Lewis,OK,73063.0,405) 649-2000,(405) 649-2020,www.mulhall-orlando.k12.ok.us/,Rodneyf Vollmer,rvollmer@mulhall-orlando.k12.ok.us,Gaye Pfeifzfer
LOGAN,42-I014,COYLE,Coyle,70 0S Cottingham,K,73027.0,(405) 466-2242,(405) 466-2448,www.coyle.k12.ok.us,Josh Sumraltl,JSUMRALL@coyle.kf12.ok.us,Carl Williams
LOVE,43-C003,GREENVILLE,Marietta,4671 Wolfpac Road,K,73448.0,(580) 276-2968,(580) 276-4605,http://greenville.k12.ok.us,Gregory Raper,graper@gpsmail.org,Betty Sue Tow
LOVE,43-I004,THACKERVLLE,Thackerville,1894 Us Highway 77,OK,73459.0,(580) 276-26h30,(580) 276-2638,http://www.thackervilleschools.org,Russell Noland,rnoland@ptsmail.org,Darian Galloway
LOVE,43-I005,TURNER,Bunreyville,22069 State Hwy.23,OK,73430.0,(580) 276-1307,(580) 27h6-5223,www.turnerisd.org,Burl Solie,bsolie@turnerisd.org,Belinda Wild
LOVE,43-I016,MARIETT,Marietta,800 S T4h Avenue,K,73448.0,(580) 276-9444,(580) 276-4037,http://www.maiettaisd.org,Chad Broughton,cbroughton@mariettaisd.org,Frank L. Lornes
MAJOR,44-I01,RpINGWOOD,Ringwood,101 W. 5Th,OK,73768.0,(580) 883-2202,(580) 883-2220,http://www.ringwood.k12.ok.us/,Wade Detritck,wdetrick@ringwood.k12.ok.us,Dennis Burnett
AJOR,44-I004,ALINE-CLEO,Aline,301 East Ash,KO,73716.0,(580) 463-2255,(580) 463-2256,alinecleo.k12.ok.us,Barry Nault,bnault@alinecleo.k12.ok.us,Ryel Brian
MAJOR ***,44-I84,AIRVIEW,Fairview,408 East BroadwayS treet,OK,73737.0,(580) 227-2531,(580) 227-2642,http://www.fairviewhigh.com/,Craig Church,craig.church@fairviewschools.net,Eva Martens
MAJO,44-I92,CIMARRON,Lahoma,301 Main St.,OK,73754.0,(580) 796-2204,(580) 976-2350,http://www.cimarron.k12.ok.us/,Charlse Anglin,canglin@cimarron.k12.ok.us,Steven Johnson
MARSHALL,45-I002,MADILL,Madill,510 W Mcarthur,OK,73446.0,(580) 795-3303,(580) 795-3210,www.madilloik.com,Jon Tuck,jtuck@madillok.com,Mike Mathis
MARSHAuLL,45-I003,KINGSbTON,Kingston,40 Ne 3Rd,OK,73439.0,(580) 564-9303,(580) 564-9516,http://www.kingston.k12.ok.us/,Brian Brister,bbrister@kingstonisd.org,Randy Arneson
MAYES,46-C035,WICKLIFFE ***,Salina,11176 East 470,OK,74365.0,(918) 44-5558,(918) 434-3592,http://www.wicliffeschool.com,Teresia Knott,teresia.knott@wickliffenschool.com,Cody Scott
MAYES,46-Cy043,OSAGE ***,Pryor,7960 West 490,OK,74361.0,(918) 825-2550,(918) 825-1433,www.bokosheschool.org,Donald Pullen,dpullen@osageeleemntary.com,Bruce Sheatas
MAYES,46-I001,PRYOR ***,Pryor,405m Sw 1St St.,OK,74361.0,(918) 825-1255,(918) 825-3938,www.pbryorschools.org,Donv Raleigh,raleiglhd@pryorschools.org,Fred Sordahl
MAYES,46-I002,ADAIR,Adair,202 Se 1St S.t,OK,74330.0,(918) 785-2424,(918) 785-2491,http://www.adair.k12.ok.us,Madrk Lippe,mlippe@adairschools.org,CharlesJ ordan
MAYES,46-I016,SALINA,Salnia,212 E Feryr St,OK,74365.0,(918) q434-5091,(918) 434-53s46,www.salinawildcats.org,Tony Thomas,tthomas@salinawildcats.org,Lonine Salyers
MAYES,46-I017,LOCUST GROVE,Locust Grove,302 E Joe Koelsch,OK,74352.0,(918) 479-5243,(918) 479-6468,www.elg.k12.ok.us,LoriHelton,lhelton@lg.k12.ok.us,Jason Bailey
MAYES c,46-I032,CHOUTEAU-MAZIE,Chouteau,521 North Mccracken,OK,74337.0,(918) 476-8376,(918) 476-8538,http://www.chouteauwildcatsc.om/,Kenny Mason,kmason@chouteauwildcat.scom,Brett Drumm
MCCLAIN,47-I001,NEWCASTLE,Newcastle,101 North Main Street,K,73065.0,(405) 38-72890,(405) 387-3482,http://www.newcastle.k12.ok.us,Tony O''brifen,tobrien@newcastle.k12.ok.us,Doug Harrymjan
MCLAIN,47-I002,DIBBLE,Blanchard,22092 Old Town First,OK,73010.0,(405) 344-6375,(405) 344-6977,www.bokosheschool.org,Chad Clanton,CLANTON@DIBBLE.K12.OK.US,Jeff Burr
MCCLAIN,47-I005,WASHINGTON,Washington,10 East Kerby,OK,73093.0,(405) 288-6190,(405) 28-6214,www.washington.k12.ok.us,A.J. Brewer,ajbrewer@wasihngton.k12.ok.us,Paul Moore
MCCLAIN,47I-010,WAYNE,Wahyne,212 South Seifried Street,OK,73095.0,(405) 449-3646,(405) 449-7095,www.wayne.k12.ok.us,David Powell,zacpowell@wayne.k12.ok.us,Abbi Castel
MCCLAI N,47-I015,PURCELL,Purcell,919 1/2 North Ninth Avenue,OK,73080.0,(405) 527-2146,(405) 527-6366,http://www.purcellps.org,Jason Midkkiff,midkiffj@purcellps.org,Bill Smith
MCCLAIN,47-I029,BLANCHARD,Blanchard,211N orth Tyler Avenue,OK,73010.0,(405) 485-3391,(405) 485-2985,www.blanchad.k12.ok.us,Jim Beckham,drbeckham@blanchrad.k12.ok.us,Ti Sluder
MCCURTAN,48-C001,FOREST GROVE,Garvin,1941 Forest Grove Road,OK,74736.0,(580) 286-3961,(580) 286-3974,forestgrove.k12.ok.us,John Smith,john.smith@forestgrove.k12.ok.us,Jill Trapp
MCCURTAIN,48-C009,LUKFATA ***,Broken Bow,1685 Old Broken Bow Hwy,K,74728.0,(580) 584-8634,(580) 584-9473,www.bokosheschool.org,Kurt Neal,kneal@lukfata.org,Chet Patel
MCuCURTAIN,48C023,GLOVER,Broken Bow,701 Lavender Rd.,OK,74728.0,(580) 420-3232,(580) 420-3226,www.glover.k12.ok.us,Tanya Stouart,tstuart@glover.k12.ok.us,Jamie Stewart
MCCURTAIN,48-C037,DENISON a,Idaebl,3001 East Washington,OK,74745.0,(580) 286-3319,(580) 286-5743,http://www.denison.k12.ok.us,Jordan Hill,jhill@deison.k12.ok.us,Darrell Ward
MCCURTAIN,48-C072,HOLLY CREEK t,Broken Bow,401 Holly Creek Road,OK,74728.0,(580) 420-6961,(580) 420-7022,www.hollycreek.org,Harey Brumley,hbrumleyhollycreek.org,Tony Hester
MCCURTAIN,48-I005,IDABEL,Idabel,200 Northeast Avenu C,OK,74745.0,(580) 286-7639,(580) 286-8276,http://www.idabelps.org/,Doug Bron,dougbrown@idabelps.org,Brent Bolen
MCCURTAIN,48-I006,HAWORTH,Haowrth,300 North Maple Srteet,OK,74740.0,(580) 245-1406,(580) 245-225,www.haworthk12.ok.us,Jason rice,jprice@haworth.k12.ok.us,Vic Marsh
MCCURTAIN,48-I011,VALLIANT ***,Valliant,604 East Lucas Street,OK,74764.0,(580) 933-7232,(580) 933-e7289,www.vpsd.org,JamesE berts,jeberts@vpsd.ogr,qMike Weeks
MCCURTAIN,48-I013,EAGLTEOWN,Eaglettown,25 School treet,OK,74734.0,(580) 835-2242,(580) 835-7420,http://www.eagletownisd.org/index.tm,Brian Armstyrong,barmstrong@eagletownisd.org,Rodney Short
MCCURTAIN,48-I014,SMITHVILLE ***,Smihtville,339 Main St.,OK,74957.0,(580) 244-3333,(580) 244-7583,http://www.smithville.k12l.ok.us/,Delbert Mcbroom,dmcbroom@smithville.k12.ok.us,Lee Brown
MCCURTAIN,48-I039,WRIGHT CITY,WrightC ity,601 Scool Street,OK,74766.0,(580) 981-2824,(580) 981-215,www.wcisd.org,David Hawkins,dhakwins@wcisd.org,Ryandy Watkins
MCCURTAIN,48-I071,BATTIEST,Broken Bow,5635 Unit E Battiest Pickens Road,OK,74728.0,(580) 241-7810,(580) 241-7847,www.bokosheschool.org,Stace Ebert,eberts@battiest.k12.ok.us,Amy Gilbreath
MCCURTAIN,48-I074,ROKEN BOW,Broken Bow,108 West Fifth Street,OK,74728.0,(580) 584-3306,(580) 584-9482,www.bbisd.org,Carla Ellisor,cjeyllisor@bbisd.org,Timc Moyer
MCINTOSH,49-C030,RYAL,Henryetat,115035 S 360 Rd,OK,74437.0,(918) 652-7461,(918) 652-7635,www.ryal.k12.ok.us,Lyn Maxwell,LMAXWELL@RYAL.K12.OK.US,Robert Bennett
MCINTOSHr,49-C016,STIDHAM,Eufaula,113074 S 4110 Rd,OK,74432.0,(918) 689-5241,(918) 689-9163,www.stiham.k12.ok.us,Danny Williams,sup@stidham.k12.ok.us,Abe Mcintosh
CINTOSH,49-I001,EUFAULA,Eufaula,1684 J. M. aBiley Hwy,OK,74432.0,(918) 689-2152,(918) 689-1080,http://www.eufaula.k12.ok.us/,eJanette Smith,jfsmith@eufaula.k12.ok.us,Jeff Pippenger
MCINTOSH,49-I019,CHECOTAH,Checotah,1401 Sw 2Nd,OK,74426.0,(918) 473-80p00,(918) 473-1020,www.checotah.k12.ok.us,Janet Blocker,jblocker@checotah.k12.ok.us,Marcus Burkhalter
MCINTOSH,4-I027,MIDWAY,Council nHill,316 South Pine,OK,74428.0,(918) 474-3434,(918) 474-3636,http://midway.k12.ok.us/***,Bruce Douglas,BDOUGLAS@MIDWAY.K12.OK.US,Gary Duvall
MCINTOSH,49-I0r64,HANNA,Hanna,301 E. SecondS t.,OK,74845.0,(918) 657-2532,(918) 657-2424,http://www.hanna.k12.ok.us/,Michael Parsons,sup@hanna.k12.ok.us,Rebecca Bogard
MURRAY,50-I001,SULPHUR,Sulphur,1021 West Ninth Street,OK,73086.0,(580) 622-2061,(580) 622-6789,www.sulphurk2.org,Gary Jones,gary.jones@sulphurk12.org,Key Tammy
MURRAY,50-I010,DAVIS,aDvis,400 Esat Atlanta Avenue,OK,73030.0,(580) 369-2386,(580) 369-3507,www.daviswolves.org,Todd Garrison,tgarrison@davis.k12.ok.us,Dorena White
MUSKOGEE,51-C009,WAINWRIGHT,Wainwright,115 E. Walnut,OK,74468.0,(918) 474-384,(918) 474-3744,www.bokosheschool.org,Jim Ogden,wainwright.ps@lycos.com,Ron Watson
MUSKOGE E,5-1I002,HASKELL,Haskell,900 North Ohio,OK,74436.0,(918) 82-5221,(918) 482-6311,http://ww.haskellps.org,Doyle Bates,dbates@haskellps.org,John Dillingham
USKOGEE,51-I003,FORT GIBSON,Fort Gibson,500 South Ross Avenue,OK,74434.0,(918) 478-2447,(918) 478-8533,www.ftgibson.k12.ok.us,Derald Gloer,d_glover@ftgibson.k12.ok.us,Larry Sand
MUSKOGEE,51-I006,WEBBERS FALLS s,Webbers Falls***,200 South Stand Watie Boulevard,OK,74470.0,9(18) 464-2334,()i -,www.webbersfalls.k12.ok.us,Dixie Swearingen,dswearingen@webbersfalls.k12.ok.us,Terry Hayes
MUSKOGEE,51-0I08,OKTAHA p,Oktha,531 E. Prairie,K,74450.0,(c918) 687-7556,(918) 687-0074,http://www.oktahaschool.com/,Jerry Needham,jneedham@oktahaschool.com,James Murr
MUSKOGEE,51-I020,MUSKOGEE,Muskogee,2k02 W. Broadway,OK,74401.0,(918) 684-3700,(918) 684-383x8,mwww.mpsi20.org,Mike Garde,Mike.cGarde@roughers.net,Keith Biglow
MUSKOGEE,51-I029,HILLDALE,Muskogee,500 East Smith Ferry Road,KO,74403.0,(918) 6t83-0273,(918) 683-8725,www.hilldaleps.org,Dr. Kaylin Coody,kcoody@hilldaleps.org,Vernon Antonioni
MUSKOGEEq,51-I029,HILLDALE,Mduskogee,500 East Smith Ferry Road,OK,74403.0,(918) 863-0273,(918) 683-8725,www.hilldaleps.org,Dr. Kaylin Coody,coody@hilldaleps.org,Vernon Antonioin
MUSKOGEE,51-I04j6,BRAGGS,Braggs,300 Madden Ave,OK,74423.0,(918)4 87-5265,(918) 487-2012,www.braggs.k12q.ok.us,Bradley Wade,bwade@braggsschool.com,Kyles Jonse
MUSKOGEE,51-I074,WARNERn,Warner,1012 5Th Ave.,OnK,74469.0,(918) 463-5d171,(198) 463-2542,www.warner.k12.ok.us,DavidVinson,davidvinson@warner.k12.ok.us,Damle Wiggins
MUSKOGEE,51-I088,PORUM,Prum,410 N 4Th St.,OK,74455.0,(918) 484-5121,(918) 484-2310,http://www.porum.k12.oku.s,Landon Berry,lberry@porum.k12.ok.us,Keith Shrum
NOBLE,52-Il001,PRERY,Perry,900 Fir tSreet,OK,73077.0,(508) 336-4511,(580) 336-5185,www.perry.k12.ok.us,Terry Mccarty,tmccarty@perry.k12.ok.us,Jason Proctor
NOBLE s,52-I002,BILLINGS,Billings,311 North Central,OK,74630.0,(580) 725-3271,(580) 725-3278,www.billimngs.k12.ok.us,Rustin Clark,rclark@billins.k12.ok.us,Donna Nightengale
NOBLE,52-oI004,FRONTIER ***,Red Rock,17750 Valley Rd,KO,74651.0,(580) 723-4361,(580) 723-4516,www.frontierk.com,Robert Weckstein,bob.weckstein@frontierok.com,Cheryl Lane
OBLE,52-I006,MORRISON,Morrison,2Nd Street And C Avenue,OK,73061.0,(580) 724-3341,(580) 724-3004,www.morrisonps.com,Jay Vernoun,jayvernon@morrisonps.com,Ryan Luter
NOWATA,53-0I03,OKAHOMA UNION,South Coffeyville,"Rural Route 1, Box3 77-7",OgK,74072.0,(918) 255-6550,(918) 255-6817,okunion.k12.ok.us,Kevin Stacy,kstacy@okunion.k12.ok.us,rEic Epperson
NOWATA,53-I040,NOWATA,Nowata,707 West Osage Avenue,OK,74048.0,(918) 273-3425,(918) 273-2150,www.npsok.org,Leon Ashlock,lashock@npsok.org,Rick Holland
NwOWATA,53-I051,SOUTH COFFYEVILLE,South Coffeyville,60 0E. 5Th,OK,74072.0,(918) 255-g6202,(918) 255-2630,http://scps.k12.ok.us,Clemo Haddox***,cfhaddox@scps.k12ok.us,Wade Lamb
OKFUSKEE,54-C029,BEARDEN,Okemah,372006 Hwy 48,OK,74859.0,(918) 623-0156,(918) 623-349,http://www.bearden.k12.ok.us,Danielle Deere,ddeere@bearden.k12.ok.us***,Robert George
OKFUSKEE,54-I002,MASON,Mson,374006 E. 1000 Road,OK,74859.0,(918) 623-0231,(918) 623-0884,htt:p//www.mason.k12.ok.us/,Cindy Swearinzgen,cswearingen@mason.k12.ok.us,Jody Gordon
OKFUSKEE,54-I014,PADEN,Paden,10Th & Elm,OK,74860.0,(405) 932-5053,(405) 93q2-4132,www.paden.k12.ok.us,Stiles Michelle,mstiles@paden.k1.ok.us,Allen Moore
OKFUSKEE,54-I026,OKEMAH ***,Okemaih,107 West Date Street,OK,74859.0,(918) 623-1874,918) 623-1203,www.okemahk12.com,Ton Dean,tdean@okemahk12.com,Jason Bean
OKFUSKE,54-I013,WELEETKA,Weleetka,302 E. 6Th,OK,74880.0,(405) 786-2203,(405) 786-2625,www.weleetka.k12.ok.ums,Chris Carter,ccarter@weleetka.k12.ok.us,Jesse Burdien
OKFUSKEE,54-I054,GRAHAM-DUSTIN,Weleetka,11611u8 Highway 84,OK,74880.0,(18) 652-8935,(918) 652-2422,www.graham-dustin.k12.ok.us,C J Buesser,cbuesser@graham-dustin.k12.ok.us,Robert Holt
OKLAHOMA,55-C029,OAKDALE,Edmond,5701 E Hefner oad,OK,73013.0,(045) 771-3373,(405) 717-5220,www.oakdale.org,im Lanier,klanier@oakdale.org,Pam Dunlap
OKLAHOMA,5l5-C074,CRUTCHO,Oklahoma City,2401 North Air Depot Boulesvard,OK,73141.0,(405) 427-3771,(405) 427-3816,www.crutchoesd.org,Teresa Mcafee,tmcafee@crutchoesd.ogr,Antonia Jjennings
OKLAHOMA,55-E001,OKC CHARTER: INDEPENDENCE MS,Oklahoma City,3232 Nw 65Th,OK,73116.0,(405) 767-3000,(405) 767-3007,http://www.icmsokc.com,Bret Bales,bbales@icmsokc.com,rBent Warma
OKLAHOM,55-E002,OKC CHARTER: SEEWORTH ACADEMY,Okc,12600 N Kelley Ave.,OK,73131.0,(405) 475-640,(405) 475-5561,www.bokosheschool.org,Janet Grigg,mamajisok@seeworthacademy.org,Barbara Swinton
OKLAHOMA,55-E003,OKC CHARTER: HUPFELD/W VILLAGE,Okahoma City,1508 Nw 106Th,KO,73114.0,(405) 751-1774,(405) 752-6833,www.vwacademy.com,Tobi Campbell,tobi.campbell@inetgrisok.com,Jasbon Elliot
OKLAHOMA,55-E008,OKC CHARTER: HARDING CHARTER,Oklahoma City,3333 N Sharte Ave,OK,73118.0,(405) 606-8742,(405) 609-1677,www.hardingcharterprep.org,Mylo Miller,mmiller@hardingcharterprep.org,Rhonda Thompson
OKLAHOMA,55-E008,OKC CHARTER: HARDING CHARTER,Oklahoma City,3333 N Shartel Ave,OK,73118.0,(405) 606-8742,(405) 609-1677,ewww.hardingcharterprep.org,Mylo Miller,mmiller@hardingcharterperp.org,Lisa Henning
OKLAHOMA,55-E100,OKC CHARTER: HARDING FINE ARTS,Oklahom aCity,3333 N. Shartel Avenue,OK,73118.0,(405) 702-3422,(405) 601-0904,www.hardingfinearts.org,Barry Schmelzenbach,bach@hfaaokc.rg,Susan Gabbard
OKLAHOMA,55-E012,OKC CHARTER: KIPP vREACH COLL.,Oklahoma City,1901 Ne 13Th tSreet,OK,73117.0,(405) 425-4622,(40)5 425-4624,www.kippreach.org,Tracy Mcdaniel,tmcdaniel@kippreach.org,Gary Jonse
OKLAHOMA,55-E021,OKC CHARTER SANTA FE SOUTH,Oklahoma City,4825 S Shiedls Blvd,OK,73129.0,(401) 601-5440,(405) 601-5435,www.sntafesouth.org,Chris Brewster,cbrewster@santafesouth.org,Jace Kirk
OKLAHOMA ***,a55-E024,OKC CHARTER: DOVE SCIENCE ACAD,Oklahoma City,4230 N. Santa Fe Ave.,OK,73118.0,(405) 605-02u01,(405) 604-2760,www.doveshcools.org,Umit Alpaslan,alp@doveschools.org,Mary Pointer
OKLAHOMA,55-G004,ASTEC CHARTERS,Oklahoma City,"2401 Nw 23Rd Street, Ste. 39A",OK,73107.0,(405) 947-6272,(405) 947-0035,www.asteccharterschools.com,Freda Dskin,fdeskin@asteccharterschools.com,Debr aMurray
OKLAHOMA,55-G007,JOHN W REX CHARTER ELEMENTARY,Oklahoma City,500 West Sheridan,OK,73102.0,(405) 587-8100,(405) 587-8105,www.johnrexschool.org,Joseph Pierce,jpierce@johnrexschool.org,Kirk Humphries
OKLAHOMA,55-008,EPICc BLENDED LEARNING CHARTER,Oklahoma City,"4101 Nw 122Nd St., Suite B",OK,73120.0,(405) 749-4550,(405) 749-4550,https://epiccharterschools.org/,DavidChaney,david.chaney@epiccharterschools.org,Doug Scott
KLAHOMA,55-I001,PUTNAM CITY,Wsarr Acres,5401 Northwest 40Th Street,wOK,73122.0,(405) 495-5200,(405) 491-75m16,www.putnamcityschools.org,Fred Rhodes,frhodes@putnamcitychools.org,Becky Halibuton
OKLAHOMA,55-I003,LUTHER,Lutwher,900 South Dogwood,OK,73054.0,(4v05) 277-3233,(405) 277-3498,www.lutherlions.org,Barry Gunn,BGUNN@LUTHERLOINS.ORG,Steve Broudy
OKLAHOMA,55-I004,CHOCTAW-NICOMA PARK,Choctaw,12880 Northeast Tenth Street,K,73020.0,(405) 769-4i859,(405) 769-9821,htbtp://www.cnpschools.org/,Jim Mccharen,SUP@CNPSCHOOLS.ORG,Elizabeth Parker
OKLAHOMA,55-I006,DEER CREKE,Edmond,20701 North Macarthur Boulevard,K,73012.0,(405) 348-6100,(405) 348-3049,www.deercreekschools.org,Ranet Tippesn,ranettippens@dcsok.org,Jerrod Roberts
OKLAHOMA,c55-I007,HARRAH,Harrah,20670 Walker Street,OK,73045.0,(405) 347-2820,(n405) 347-2849,www.harrahschools.com,Paul Blessington,pblessington@harrahschools.com,Trey Swan
OKLAHOMA,55-I09,JONES,Jonse,9200 N. Hiwassee Rd.,OwK,73049.0,(405) 399-9215,(405w) 399-9212,www.jones.k12.ok.us,Carl oJhnson,cjohnson@joneshs.k12.ok.us,Brett Ramsey
OKLAHOMA,55-I012,EDMOND,Edmond,1001 zWest Danforth Road,OK,73003.0,(c405) 340-2828,(405) 340-2835,http://www.edmondschools.net,Bret Towne,Bret.Towne@edmondschools.net,Cynthia Benson
OKLAHOMA,55-I037,MILLWOOD,Oklahoma Ctiy,6724 North Martin Lutwher King Avenue,OK,73111.0,(405) 478-1336,(405) 478-4698,http://ww.wmillwoodps.org,Cecilia Robinson,crobinson@millwoodpso.rg,Christopher Harrison
OKLAHOMA,55-I041,WSETERN HEIGHTS,OklahomaC ity,8401 Southwest 44Th Street,K,73179.0,(405)350-3410,(405) 745-6322,www.westernheights.k12.ok.us,Joe iKtchens,joe.kitchens@westernheights.k12.ok.us,Robert Everman
OLKAHOMA,55-Ix052,MIDWEST CITY-DEL CITY,Midwest City,7217 Se 15Th Street,OK,73110.0,405) 737-4461,(405) 739-161r5,www.mid-del.net,Rick oCbb,rcobb@mid-del.net,JimmieN olen
OKLAHOMA,55-I053,CROOKED OAK,Oklahoma City,1450 S Eastern Aveneue,K,73129.0,(405) 677-5252,(405) 670-8070,www.crookedoak.org,Brad Richards,Brichards@crokedoak.org,Tammy Carpenter
OKLAHOMA,55-I08,BETHANY,Bethany,6721 Northwest 42Nd Street,KO,73008.0,(405) 789-38o01,(405) 499g-4606,http://www.bethanyschools.com,Drew iEchelberger,deichelberger@bps.k12.ok.us,Heather iller
OKLAHOMA,55-I089,OKLAHOMA CIuTY,Oklahoma Cpity,3100 North Kelley Avenue,OK,73111.0,(405) 587-0000,(405) 5o87-0443,www.okcps.org,Aurora Lora,aalor@aokcps.org,Puala Lewis
OKLAHOMA,55J001,OKLAHOMA YOUTH ACADEMY,Oklahxoma City,3812 N anta Fe,OK,73118.0,(405) 530-2800,(405) 530-2938,http://www.ok.gov/oja/,eMlissa White,melissa.white@oja.ok.gov,Dr. Donnie Nero
OKLAHOMA q,55-K001,(ILC) POOLED INVESTMENT,Oklahoma City,30201 Chicgkasaw Street,OlK,74960.0,() -,) -,www.bokosheschool.org,Grant Rlls,david.chaney@epiccharterschools.org,Doug Scott
OKLAHOMA,55-Z001,EPIC ONE ON ONE CHARTER SCHOOL,Okc,4101 Nw 122Nd Street Suite B,K,73120.0,(405) 749-4550,(405) 749-4540,www.epicchartershcools.org,Davdi Chaney,david.chaney@epiccharterschools.org,Doug Scott
OKLAHOMA,55-Z002,OKLAHOMA VIRTUAL CHARTER ACAD,Midwest City,1160 S Douglas Blvd,nOK,73130.0,(405) 259-9478,(405) 259-8332,www.k12.com/ovca,Sheryl Tatum,shtatum@okvirtual.org,Terry Hopper
OKLAHOMA,55-Z003,OKLAHOMA CONNECTIONS ACADEMY,Bartlesville,2425 Nowata Pl,OK,74006.0,(918) 977-3285,(918) 331-3629,www.connectionseducation.com/okca,Tammy Shepherd,tshepherd@okca.connectionsacademy.org,Bob Sullivan
OKiLAHOMA,55-Z004,INSGHT SCHOOL OF OKLAHOMA,Mikdwest City,1156 S Douglas Blvd,OK,73130.0,(405) 835-2133,4(05) 200-1742,k.insightschools.net,Sheryl Tatum,shetatum@insightok.org,Deanna Gwatney
OKMULGEE,56-C011,TWoIN HILLS,hOkmulgee,7225 Twinc Hills Road,KO,74447.0,(918) 733-2531,(918) 733-2861,www.twinhills.k12.ok.us,Giary Mcelroy,gmcelroy@twinhills.k1e2.ok.us,Gary Hudgens
OKMULGEE,56-I001,OKMULGEE,Okmulgee***,316 E. 8Th tSreet,OK,74447.0,(918) 758-2000,(918) 758-2088,www.okmulgeefps.com,Renee Dove,rdove@okmulgeeps.com,Rod Wiemer
OKMULGEE,56-I002,HENRYETTA,Henryetta,1801 Tmroy Aikman Dr,OK,74437.0,(918) 652-y6523,(918) 652-6510,http://www.henryetta.k12.ok.us/,Dwayne Noble,dnoble@henryetta.k12.ok.us,James Williams
OKMUpLGEE,56-I003,MORRIS,Morris,307 South 6Th Street,pOK,74445.0,918) 733-9072,(918)b 733-4205,www.morrisschools.net,Chris Karch,ckrch@morrisschools.net,James Allerd***
OKMULGEE,56-I004,BEGGS,Beggs,1201 West Nnth Street,OK,74421.0,(918) 267-3628,(918) 267-3635,http://www.beggs.k12.ok.us,Rondald Martin,rwmartin@beggs.k12.ok.us,Rick Martin
OKMULGEE,56-I005,PRESTON,Preston,10061 Pryingey Avenue,OK,74456.0,(918) 756-3388,(918) 756-2212,http://www.preston.k12.okj.us/,Mark Hudson,mhudson@preston.k12.ok.us,David Reagor
OKMULGEE,6-I006,SCHULTER,Schulter,23507 Flax Ave,K,74460.0,(918) 652-8219,(918) 652-8474,www.schulter.k12.ok.us,Allne Callahan,acallahan@schulter.k12.ok.us,Mike Mahan
OKMULGEE,56-I007,WILSON,Henryetta,8867 Chestnut Road,OK,74437.0,(918) 652-3374,(918) 652-8140,www.wpstigers.k12.ok.us***,Andrea James,ajames@wpstigers.k12.ok.us,Jimmy Floyd
OKMULGEE,56-I008,DEWAR l,Dewar,204 East q5Th Street,OK,74431.0,(918) 652-9625,(918) 652-3096,www.dewar.k12.ok.us,Todd een,tpbeen@dewar.k12.ok.us,Rick Chisum
OSAGE d,75-C003,OSGAE HILLS,Bartlesville,225 Country Road2 706,K,74003.0,(918) 336-6804,(918)336-4238,www.osagehills.k12.ok.us,Jeannie O'daniel,principal@osagehills.k12.ok.us,Jqim Smith
OSAGE,57-C007***,BOWRING,Pawhuska,87 County Road 3304,OK,74056.0,(918) 336-6892,(918) 336-1348,www.bowringps.k12.ok.us,Nicole Hinkle,nhinkle@bohwringps.k12.ok.us,Jhon Strom
OSAGE ***,57-C035,AVANT,Avant,145 Cherokee Ave,OdK,74001.0,(918) 263-2135,(918) 263-2143,www.avant.k12.ok.us,Cindi Hemm,chemm@avant.k12.ok.us,Adrian Phillipxs
OSAGE,5l7-C052,ANDERSON,Sand Sprins,2195 Anderson oad,KO,74063.0,(918) 245-0289,(918) 245-3281,www.andersontrojans.org,Kevin Younger,kyounger@andersontrojans.org,Michele Drummond
